0l0l3||0l0l0||0l0l2||0l0l4||Non||Non||Non||[]||[]||Le terrain, situé dans les faubourgs Ouest de la ville, d’une superficie de 12.897 m2, a accueilli de 1855 à 1961,une usine fabriquant du gaz à partir de la distillation de la houille.
25l0l2||25l0l1||25l0l3||Non||Non||Non||Non||['le Préfet', 'Gaz de France']||[]||Sur proposition de l’inspection des installations classées, le Préfet de l’Yonne, par courrier en date du 20 octobre 2006, a pris acte du programme d’investigations lancé par Gaz de France visant à mieux appréhender la situation hydrogéologique et à déterminer l’origine de la pollution.

25l0l2||25l1l0||25l0l3||Non||Non||Non||Non||['le Préfet', 'Gaz de France']||[]||Sur proposition de l’inspection des installations classées, le Préfet de l’Yonne, par courrier en date du 20 octobre 2006, a pris acte du programme d’investigations lancé par Gaz de France visant à mieux appréhender la situation hydrogéologique et à déterminer l’origine de la pollution.

28l0l1||Non||28l0l0||Non||Non||Non||Non||[]||[]||- la réalisation, en octobre 2006, d’une nouvelle campagne de prélèvements simultanés sur les six piézomètres et sur des puits privés,

31l0l3||Non||31l0l1||31l0l0||Non||Non||Non||['la DRIRE']||[]||Les résultats de ces investigations ont été transmis à la DRIRE le 21 février 2007.

34l0l2||Non||34l0l1||34l0l0||Non||Non||Non||[]||[]||Les travaux correspondants ont été lancés en octobre 2007 et sont, à ce jour, achevés.

37l0l0||Non||37l0l1||Non||Non||Non||Non||[]||[]||L’ensemble des résultats devaient être disponibles pour fin septembre 2007.

37l0l2||Non||37l0l1||Non||Non||Non||Non||[]||[]||L’ensemble des résultats devaient être disponibles pour fin septembre 2007.

38l0l2||Non||38l0l0||Non||Non||Non||Non||['la DRIRE']||[]||Ils ont été transmis à la DRIRE par courrier en date du 21 mars 2008.

39l0l2||39l0l1||39l0l3||Non||Non||Non||Non||['le Préfet', 'GDF']||[]||Sur proposition de l'inspection des installations classées, le Préfet de l'Yonne, par courrier en date du 9 juin 2008, a indiqué à GDF que :

39l0l2||39l1l0||39l0l3||Non||Non||Non||Non||['le Préfet', 'GDF']||[]||Sur proposition de l'inspection des installations classées, le Préfet de l'Yonne, par courrier en date du 9 juin 2008, a indiqué à GDF que :

45l0l2||Non||45l0l0||45l0l1||Non||Non||Non||[]||[]||Une nouvelle campagne d'analyses des eaux souterraines devait être menée fin 2008- début 2009.

45l0l2||Non||45l0l3||Non||Non||Non||Non||[]||[]||Une nouvelle campagne d'analyses des eaux souterraines devait être menée fin 2008- début 2009.

45l0l4||Non||45l0l3||Non||Non||Non||Non||[]||[]||Une nouvelle campagne d'analyses des eaux souterraines devait être menée fin 2008- début 2009.

47l0l1||Non||47l0l0||Non||Non||Non||Non||[]||[]||De nouveaux prélèvements ont finalement été réalisés en juillet 2009.

48l0l4||Non||48l0l0||Non||Non||Non||Non||['GDF SUEZ', 'la DREAL']||[]||Les résultats et conclusions ont été transmis par GDF SUEZ à la DREAL (service de l'inspection des installations classées) le 8 avril 2010.

49l0l0||Non||49l0l2||Non||Non||Non||Non||['GDF SUEZ']||['hydrocarbures', 'HAP', 'naphtalène', 'BTEX', 'benzène', 'cyanures', 'ammonium']||De l’ensemble des analyses réalisées à l’été 2009, GDF SUEZ conclut à la présence d’hydrocarbures, de HAP (essentiellement naphtalène), de BTEX (essentiellement benzène), de cyanures et d’ammonium.

53l0l3||Non||53l0l2||Non||Non||Non||Non||['la DREAL', 'BRGM', 'GDF SUEZ']||[]||Au vu de la technicité de l’étude et des conclusions tirées, la DREAL a demandé, au cours de l’été 2010, l’avis technique du BRGM afin de vérifier les conclusions de GDF SUEZ.

53l0l3||53l0l0||53l0l1||53l0l4||Non||Non||Non||['la DREAL', 'BRGM', 'GDF SUEZ']||[]||Au vu de la technicité de l’étude et des conclusions tirées, la DREAL a demandé, au cours de l’été 2010, l’avis technique du BRGM afin de vérifier les conclusions de GDF SUEZ.

53l0l3||53l1l0||53l0l1||53l0l4||Non||Non||Non||['la DREAL', 'BRGM', 'GDF SUEZ']||[]||Au vu de la technicité de l’étude et des conclusions tirées, la DREAL a demandé, au cours de l’été 2010, l’avis technique du BRGM afin de vérifier les conclusions de GDF SUEZ.

57l0l3||Non||57l0l4||Non||Non||Non||Non||['le BRGM']||[]||Concernant ce dernier point, le BRGM précise que les procédures d’évacuation des résidus issus de l’exploitation des anciennes usines à gaz, en particulier pendant les premières années d’exploitation, ne sont pas connues.

65l0l3||Non||65l0l0||Non||Non||Non||Non||['GDF SUEZ']||[]||La dernière étude réalisée par GDF SUEZ (transmise à l'inspection des installations classées par courrier en date du 11 juillet 2014), conclut, à partir des concentrations moyennes mesurées depuis quatre ans au droit du puits privé le plus impacté, que l'utilisation des eaux souterraines pour l'irrigation de jardins potagers par les riverains ne présente pas de risque sanitaire inacceptable pour cet usage.

