Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2010	11	16		2010	11	16			a_informé	Notons que le 16 novembre 2010, l'exploitant a informé la préfecture de l'arrêt définitif de l'activité de traitement de surface, rangée sous la rubrique n° 2565-2b et concernée par le récépissé du 5 mars 2009, et du démantèlement des installations correspondantes.		
2014	12			2014	12				étaient_opérationnels	Les travaux pour la mise en œuvre du plan de gestion sur le domaine public, prescrit par l'arrêté du 4 juillet 2014, ont été réalisés en octobre 2014 et les dispositifs de pompages (air et eau) étaient opérationnels en décembre 2014.		
2009	03	05		0016	2009	2009	03	05		0016	2009		s__est_vu_délivrer_le_récépissé	L'usine de Malemort est actuellement réglementée au moyen des prescriptions générales applicables aux installations classées soumises à déclaration sous les rubriques 2560-2, 2564-2, et 2564-3 de la nomenclature des installations classées, au titre desquelles son exploitant s'est vu délivrer le récépissé de déclaration n° 2009/0016 du 5 mars 2009.		
2013	04			2013	04				de_TCE_mesurées_en	Pour ce qui concerne l'habitation n°19 des teneurs avec de fortes concentrations de TCE mesurées en avril 2013 ont laissé présager la présence d'une deuxième source de pollution non identifiée.	'TCE'	
2014	10			2014	10				Les_travaux	Les travaux pour la mise en œuvre du plan de gestion sur le domaine public, prescrit par l'arrêté du 4 juillet 2014, ont été réalisés en octobre 2014 et les dispositifs de pompages (air et eau) étaient opérationnels en décembre 2014.		
2013	04	17		2013	04	17			Les_résultats_d__analyses_reçus	Les résultats d'analyses reçus le 17 avril 2013, indiquent pour l'habitation n°17 des teneurs inférieures aux valeurs guides.		
				2012					Des_investigations_complémentaires_hors_site_ont_été_réalisées	Des investigations complémentaires hors site ont été réalisées de mars à septembre 2012, et ce en accord avec la municipalité de Malemort et des riverains.		
2013	02	22		2013	02	22			ont_été_informés_de_la_situation	Les propriétaires des 2 maisons concernées (l'une présentant toutefois essentiellement une contamination domestique due à des produits stockés) ont été informés de la situation le 22 février 2013.		
2014				2014					a_remis	LMB a remis le 15 février 2015, l'ensemble des bilans de la surveillance environnementale de l'année 2014.		'LMB'
2015				2015					ensemble_des_bilans	LMB a remis le 15 février 2016, l'ensemble des bilans de la surveillance environnementale de l'année 2015.		
2015	10			2015	10				Les_travaux	Les travaux pour la mise en œuvre du plan de gestion sur le domaine privé, prescrit par l'arrêté du 4 juillet 2014, ont été réalisés en octobre 2015 et les dispositifs étaient opérationnels en décembre 2015.		
2015	12			2015	12				Les_travaux	Les travaux pour la mise en œuvre du plan de gestion sur le domaine privé, prescrit par l'arrêté du 4 juillet 2014, ont été réalisés en octobre 2015 et les dispositifs étaient opérationnels en décembre 2015.		
2012	03	06		2012	03	06			a_été_remis	Le rapport des investigations réalisées par ERM (référencé GMS 0115563 - R1999 de février 2012) a été remis à l'Inspection des Installations Classées le 6 mars 2012.		'ERM'
2013	01	30		2013	01	30			Un_rapport_transmis	Un rapport transmis le 30 janvier 2013 sous la référence r2297 "interprétation de l'état des milieux - investigations complémentaires hors site - octobre à décembre 2012 et la proposition de plan d'action" fait état de pollutions au droit de certaines parcelles privées, dont deux bâties.		
2014	12	30		2014	12	30			a_été_remis	Par ailleurs, un avant-projet du dossier de demande de servitudes d'utilité publique prescrit par l'arrêté préfectoral du 4 juillet 2014 a été remis le 30 décembre 2014.		
2012	09	24		2012	09	24			a_été_remis	Le rapport des investigations réalisées par ERM (référencé GMS 0158102 - R2166 de septembre 2012) a été remis à l'Inspection des Installations Classées le 24 septembre 2012.		'ERM'
2014	07	04		2014	07	04			la_mise_en_œuvre	Les travaux pour la mise en œuvre du plan de gestion sur le domaine public, prescrit par l'arrêté du 4 juillet 2014, ont été réalisés en octobre 2014 et les dispositifs de pompages (air et eau) étaient opérationnels en décembre 2014.		
2013	09	30		2013	09	30			a_été_remis	Le plan de gestion du site de l'usine même a été remis le 30 septembre 2013 (rapport GMS 0158102 - R2598)		
				2013	04	5			de_nouvelles_analyses	En parallèle de nouvelles analyses de l'air ambiant des habitations ont été réalisées du 3 au 5 avril 2013.		
2015	02	15		2015	02	15			a_remis	LMB a remis le 15 février 2015, l'ensemble des bilans de la surveillance environnementale de l'année 2014.		'LMB'
2014	12	03		2014	12	03			une_réunion	Un bilan d'étape des travaux et des surveillances a été présenté par l'exploitant et le cabinet d’ingénierie ERM lors d'une réunion de travail le 3 décembre 2014 à la sous-préfecture de Brive.		'ERM'
2015				2015					de_l_	LMB a remis le 15 février 2016, l'ensemble des bilans de la surveillance environnementale de l'année 2015.		
									La_prochaine_campagne_de_surveillance	La prochaine campagne de surveillance est prévue au mois de juillet.		
2013	09		08			07	2013	09		08			07		la_réalisation	Après la réalisation de 3 séries de mesures d'air intérieur (juillet, août et septembre 2013, le BRGM dans le cadre de sa tierce expertise a validé l'efficacité des dispositifs mis en place dans ces 2 habitations (Rapport BRGM/RP-63029 FR décembre 2013).		'le BRGM', 'BRGM'
