Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2012	07	06		2012	07	06			a_été_signé	Le procès verbal de récolement a été signé le 6 juillet 2012.		
2014	08	05		2014	08	05			a_été_pris	Le 5 août 2014, un arrêté de servitudes d'utilité publique a été pris, instituant des servitudes sur le terrain d'assiette des installations anciennement exploitées par la société SCIENTIS.		'la société SCIENTIS'
1999				1999					lors	Suite à une pollution accidentelle du ruisseau d’Houdreville en 2001, lors de la période d’exploitation du site par l’entreprise devenue RECKITT BENCKISER en 1999 (un déversement accidentel de détergent a conduit à la formation de mousse dans le ruisseau), l’arrêté préfectoral complémentaire n° 686 du 5 juin 2001 a prescrit la réalisation d’un bassin de confinement des eaux pluviales et la mise en place de rétention.	'détergent'	'RECKITT BENCKISER'
2012	07	27		2012	07	27			a_été_vendu	Le site a été vendu le 27 juillet 2012 au groupe SOGAP pour un stockage de pièces de motos, l'entreprise a pour nom GPS LOGISTIQUE et est désormais en activité.		'groupe SOGAP'
2012	06	27							est_inertée_à_l__eau	Cette cuve enterrée double enveloppe de 60 m3 que le repreneur souhaite réutiliser, est inertée à l’eau depuis le 27 juin 2012		
2012	07	03		2012	07	03			a_déposé	A la demande de l’inspection des installations classées, la société SCIENTIS a déposé le 3 juillet 2012, un dossier de demande d’institution de servitudes d’utilité publique.		'la société SCIENTIS'
2003				2003					a_acquis	La société FINIPAR INDUSTRIES a acquis le site en 2003.		'La société FINIPAR INDUSTRIES'
2012	02	1		2012	02	1			a_notifié_la_fin_d__activité	L’exploitant a notifié la fin d’activité au Préfet le 1er février 2012.		
2010				2010					réalisé_en	En 2011, deux prélèvements complémentaires de gaz du sol ont été réalisés près du sondage réalisé en 2010 dans les ateliers, ces derniers confirment des teneurs importantes en COHV de BTEX et d’hydrocarbures volatils.	'COHV', 'BTEX', 'd’ hydrocarbures volatils'	
2001				2001					une_pollution_accidentelle	Suite à une pollution accidentelle du ruisseau d’Houdreville en 2001, lors de la période d’exploitation du site par l’entreprise devenue RECKITT BENCKISER en 1999 (un déversement accidentel de détergent a conduit à la formation de mousse dans le ruisseau), l’arrêté préfectoral complémentaire n° 686 du 5 juin 2001 a prescrit la réalisation d’un bassin de confinement des eaux pluviales et la mise en place de rétention.	'détergent'	'RECKITT BENCKISER'
2012				2012					un_diagnostic_complémentaire	A la demande de l’inspection des installations classées suite à sa visite du site du 2 mars 2012, un diagnostic complémentaire d’impact du sous-sol au niveau de deux cuves d’alcools enterrées a été réalisé en 2012.		
2010				2010					Une_troisième_campagne_de_sondage	Une troisième campagne de sondage est réalisée en 2010 suite à l’arrêt de l’activité et en raison des résultats obtenus précédemment.		
2012	05	24		2012	05	24			une_attestation	L’exploitant a transmis à l’inspection des installations classées, dans son courrier du 24 mai 2012, une attestation du notaire ayant enregistré la promesse de vente indiquant que le futur repreneur avait pris connaissance du dernier diagnostic amiante et était informé de la réglementation sur l’amiante en vigueur.		
2012	03	02		2012	03	02			deux_visites_du_site	Au vu de cette notification et du mémoire associé, l’inspection des installations classées a réalisé deux visites du site le 02 mars 2012 et le 8 juin 2012 pour contrôler l’application des dispositions prescrites par les textes applicables, notamment les articles R. 512-39-1, R. 512-39-2 et R. 512-39-3 du Code de l’environnement relatifs aux conditions d’aménagement de son site après cessation d’activité.		
