Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2009	12	07		2009	12	07			une_étude_préalable	Le 07 décembre 2009, la mairie d'Audenge transmet à la DRIRE une étude préalable à la réhabilitation du CET établi par ANTEA.		"la mairie d' Audenge", 'la DRIRE', 'CET', 'ANTEA'
2011	02			2011	02				prescrit_en_urgence_le_diagnostic	L'arrêté préfectoral du 21/12/2010 prescrit en urgence le diagnostic des radioéléments potentiels avec l'échéance de remise du rapport fin février 2011.		
2008				2008					L__exploitation	L'exploitation du centre de tri transit de déchets propres et secs et du casier amiante-ciment, autorisée par l'arrêté du 03/06/2008, s'est poursuivi jusqu'à fin 2008, sous le couvert de la S.		'la S.'
2011	09			2011	09				Notification	- Notification de l’AP de travaux d’exécution d’office : septembre 2011		
2014	10	23		2014	10	23			sollicite_quelques_ajustements	Le 23/10/2014, l'ADEME sollicite quelques ajustements et modifications de l'arrêté préfectoral du 06/03/2012, en y intégrant le nouveau planning des travaux.		
									en_demeure_de_réaliser_les_travaux_de_mise_en_conformité	Sur proposition de la DRIRE du 1er/10/2008, l'arrêté préfectoral du 17/10/2008 met la mairie d'Audenge en demeure de réaliser les travaux de mise en conformité de l'ensemble du site de la décharge dans un délai de 1 mois, et d'effectuer sa réhabilitation ainsi que celle de la zone A dans le délai de 6 mois.		'la DRIRE', "la mairie d' Audenge"
2007	12	31		2007	12	31			a_été_autorisée	Cette installation a été autorisée par l'arrêté préfectoral du 6 février 1974 et en dernier lieu par l'arrêté préfectoral du 26/10/2006 qui fixe notamment l'arrêt d'exploitation au 31/12/2007.		
									le_diagnostic	Sur proposition de la DRIRE du 1er/10/2008, l'arrêté préfectoral du 17/10/2008 met la mairie d'Audenge en demeure de réaliser sous 6 mois le diagnostic et le plan de gestion correspondant.		'la DRIRE', "la mairie d' Audenge"
2012	11	15		2012	11	15			sollicite	Par courrier du 15 novembre 2012, la mairie sollicite la DREAL afin de prolonger les délais de restitution de l'étude de la nappe superficielle jusqu'au second semestre 2014 au vu des investigations, mesures et échantillonnages qui devront se faire sur une durée d'au moins 12 mois.		'la DREAL'
2005	01	28		2005	01	28			Les_études_remises	Les études remises le 28 janvier 2005 classent le site en catégorie 1, nécessitant des investigations supplémentaires.		
2013	02	11		2013	02	11			lance	La mairie lance son appel d'offre de marché public le 11/02/2013.		
2011	01	20		2011	01	20			La_visite_d__inspection	La visite d'inspection du 20/01/2011 permet de constater que les travaux de mise en sécurité ont été effectués.		
2012	01	20		2012	01	20			passe_commande	Le 20/01/2012, la mairie d'Audenge passe commande  de l'analyse critique de caractérisation radiologique sur la décharge à l'IRSN.		"la mairie d' Audenge"
2007	07	07		2007	07	07			l__arrêt_définitif_d__activité	Le 07/07/2007, la mairie d'Audenge déclare l'arrêt définitif d'activité de la décharge.		"la mairie d' Audenge"
2012	02			2012	02				rédaction_DCE	- rédaction DCE pour choix du maître d’œuvre et consultation : février 2012		
2001				2009					Des_travaux_de_réhabilitation	Des travaux de réhabilitation ont été réalisés sur cette en zone dans les années 2000.		
									le_soutirage	Faute d'exécution et sur proposition de la DRIRE du 24 février 2009, l'arrêté préfectoral du 23 mars 2009 prescrit, en urgence, la vidange immédiate et le traitement du bassin de 350 m3 de lixiviats concentrés et, sous 1 mois, le soutirage et le traitement des lixiviats présents dans les casiers de façon à en limiter la charge hydraulique pour en préserver l'intégrité.		'la DRIRE'
2014	09			2014	09				__chantier___12_mois	- chantier : 12 mois, septembre 2014		
2010	11	18		2010	11	18			a_saisi	En application de la procédure instituée par la circulaire BPSPR/2005-371/00 du 08 février 2007 relative aux responsabilités défaillantes des exploitants, l'inspection des installations classées a saisi les services de l'ADEME le 18 novembre 2010, en vue de définir le cadre technique et financier d'intervention relatif à la réhabilitation finale de la décharge.		
									les_interdictions	L'arrêté préfectoral du 22/08/2007 prescrit sur la zone A, les interdictions ci-après qui doivent faire l'objet d'une inscription au registre des hypothèques, selon une procédure laissée au choix de l'exploitant, dans le délai de 1 an :		
2012				2015					sur_une_période	Le montant des travaux est estimé à 9 M€ et la maîtrise d'oeuvre à 1,25 M€ sur une période de 2012 à 2015.		
2011	09	29		2011	09	29			ont_été_transmis	Les compléments ont été transmis au Ministère le 29/09/2011 qui ont été validés par le comité technique national du 18 novembre 2011.		'le comité technique national'
2013				2013					L_	L'année 2013 A été consacrée à la définition des travaux et à l'appel d'offres pour une première tranche de travaux qui débuteront en 2014. le retard a conduit à la remise de l'avant-projet de travaux en septembre 2014.		
2012				2012					L__étude_sera_lancée	L'étude sera lancée d'ici la fin de l'année 2012.		
2013				2013					la_définition_des_travaux	L'année 2013 A été consacrée à la définition des travaux et à l'appel d'offres pour une première tranche de travaux qui débuteront en 2014. le retard a conduit à la remise de l'avant-projet de travaux en septembre 2014.		
2010	05	26		2010	05	26			est_retenu	Dans le cadre du Grenelle de l'Environnement et de l'action nationale lancée par le ministère chargé de l'environnement pour ce qui concerne la remise en état des anciens sites industriels et des sites à responsabilité défaillante, le site d'Audenge est retenu le 26 mai 2010 au titre de la responsabilité défaillante.		'Audenge'
2011	11	18		2011	11	18			ont_été_transmis	Les compléments ont été transmis au Ministère le 29/09/2011 qui ont été validés par le comité technique national du 18 novembre 2011.		'le comité technique national'
2009	02	15		2009	02	15			informe	Le 15 février 2009, le Préfet informe l'organisme auprès duquel la mairie d'Audenge a souscrit des garanties financières pour un montant de 2 206 902,26 €, des sanctions prises à l'encontre de la Mairie et susceptibles d'aboutir à la mise en oeuvre pour défaillance du cautionné.		'le Préfet', "la mairie d' Audenge", 'la Mairie'
2007	05	24		2007	05	24			a_été_receptionnée	Une benne contenant 18 tonnes de déchets radioactifs provenant de l'entreprise NAVARRA 33 Marcheprime a été receptionnée sur le centre d'Audenge le 24/05/2007.		'NAVARRA 33'
2012	05	25		2012	05	25			informe	Le 25/05/2012 l'ADEME informe la DREAL que le dossier de consultation des entreprises pour le choix d'un maître d'oeuvre devrait être finalisé et validé fin juin-début juillet pour une consultation à la suite.		'la DREAL'
2012				2012					en_fin_d_	On peut envisager une remise des offres vers septembre-octobre et une contractualisation en fin d'année 2012.		
2011	02			2011	02				remise_du_rapport	L'arrêté préfectoral du 21/12/2010 prescrit en urgence le diagnostic des radioéléments potentiels avec l'échéance de remise du rapport fin février 2011.		
2010	04	04		2010	04	04			est_informée	Le 04/04/2010, la mairie d'Audenge est informée de la mise en décharge en............ de bandes transporteuses et de terres radiocontaminées en provenance du site NAVARRA de Marcheprime.		"la mairie d' Audenge", 'NAVARRA'
2008	09	12		2008	09	12			La_visite	La visite de la DRIRE du 12/09/2008 montre l'absence de remise en état de cette zone A, mais également de l'ensemble de la décharge ainsi que l'absence d'entretien et de surveillance, confirmant le bien fondé des plaintes des riverains en matière de nuisances olfactives notamment.		'la DRIRE'
2013	02			2013	02				conception	- conception du projet et DCE travaux : février 2013		
2007	12	31		2007	12	31			fixe_notamment_l__arrêt_d__exploitation	Cette installation a été autorisée par l'arrêté préfectoral du 6 février 1974 et en dernier lieu par l'arrêté préfectoral du 26/10/2006 qui fixe notamment l'arrêt d'exploitation au 31/12/2007.		
2014				2014					la_définition_des_travaux	L'année 2013 A été consacrée à la définition des travaux et à l'appel d'offres pour une première tranche de travaux qui débuteront en 2014. le retard a conduit à la remise de l'avant-projet de travaux en septembre 2014.		
2011	02	28		2011	02	28			est_signé	L'arrêté est signé le 28/02/2011.		
2007	12	31		2007	12	31			l__arrêt_programmé	L'arrêté préfectoral du 26 octobre 2006 prescrit le diagnostic à l'ensemble des zones A, B et C de la décharge en vue de la réhabilitation finale après l'arrêt programmé au 31/12/2007.		
2016	04	14		2016	04	14			ont_été_effectués	Les résultats des analyses des prélèvements ont été effectués sur le site le 14 avril 2016 pour trouver des explications aux concentrations en ammonium mesurées au point de rejet P1 lors des précédentes campagnes.	'ammonium'	
2009	01	27		2009	01	27			de_l__inspection	Suite au non respect de cette mise en demeure, et à l'aggravation de la situation environnementale du site constatée lors de l'inspection du 27 janvier 2009, la DRIRE demande, par courrier du 28 janvier 2009, de procéder, dans l'urgence, à la vidange du bassin de stockage des jus de décharge et au soutirage des lixiviats présents dans les casiers sur des hauteurs pouvant atteindre 8 mètres, qui se répandent dans l'environnement par débordement ou infiltration.	'stockage des jus de décharge'	'la DRIRE'
2013	02			2013	02				remet	SAFEGE remet sa proposition de cahier des charges de l'étude datée de février 2013.		'SAFEGE'
2007	12	31		2007	12	31			prescrit_le_diagnostic	L'arrêté préfectoral du 26 octobre 2006 prescrit le diagnostic à l'ensemble des zones A, B et C de la décharge en vue de la réhabilitation finale après l'arrêt programmé au 31/12/2007.		
2009	05	05		2009	05	05			est_remis	Un rapport d'étape de la synthèse du diagnostic et de la description des travaux d'urgence est remis le 05/05/2009.		
