Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2000	10	05		2000	10	05			Une_visite_de_récolement	Une visite de récolement effectuée par l'inspection le 5 octobre 2000 a permis de constater l’achèvement des travaux d'aménagement.		
									Les_cessations	Les cessations de ces deux activités ont été actées par récépissés préfectoraux du 24/02/87 et 7/03/91.		
2018	09								ont_été_intégrés_au_dispositif	Concernant les eaux souterraines, 6 piézomètres sont opérationnels dans le périmètre de la décharge, dont 2 complémentaires installés en mars 2018. 3 piézomètres situés en dehors du site historique de Chedde, en aval de la décharge, dans l’emprise de l’usine d’incinération de Passy (SITOM des Vallées du Mont Blanc), ont été intégrés au dispositif depuis septembre 2018.		'SITOM des'
1990		1987		1990		1987			se_sont_arrêtées_respectivement	Elles se sont arrêtées respectivement en 1987 et 1990.		
1896				1896					elles_ont_commencé	Les activités industrielles sur le site historique de Chedde sont très anciennes : elles ont commencé en 1896.		
2018	08			2018	08				un_rapport_rédigé	Pechiney Bâtiment a transmis en août 2018 un rapport rédigé par le bureau d’études RAMBOLL (complété en octobre 2018 suite aux observations de la DREAL).		'Pechiney Bâtiment', 'RAMBOLL'
2006				2006					a_été_transférée	En 2005-2006, la responsabilité environnementale des anciennes activités de la société PEM (ferro-alliages, magnésie et ancienne décharge notamment) a été transférée à la société Pechiney Bâtiment, filiale du groupe anglo-australien Rio Tinto dédiée à la gestion des sites fermés ("héritage industriel").	'ferro', 'magnésie', 'Rio Tinto'	'la société PEM', 'la société Pechiney Bâtiment'
2018	04			2018	04				ont_été_effectués	Le rapport indique qu’en avril 2018, 5 sondages ont été effectués dans la décharge, conduisant à prélever 14 échantillons.		
2018	10			2018	10				un_inventaire	ARKEMA et Pechiney Bâtiment ont produit uniquement un inventaire des puits privés situés à l’aval du site historique de Chedde (rapport transmis en mai 2018 et complété en octobre 2018).		'ARKEMA', 'Pechiney Bâtiment'
1993									exercée_sous	Cette activité est exercée sous la responsabilité de la société SGL Carbon depuis 1993, sous couvert de l’arrêté préfectoral d’autorisation du 29/12/95, mis à jour le 26/01/18.		'la société SGL Carbon'
1996	08	23		1996	08	23			élaboré	Les principales phases du réaménagement de la décharge, sur la base d'un projet élaboré par PEM le 23 août 1996 et approuvé par un hydrogéologue dans un avis remis le 9 novembre 1998 ainsi que par la police de l'eau le 4 décembre 1998, ont été les suivantes :		'PEM'
2017				2017					a_été_détectée	En 2017, une pollution en perchlorates a été détectée dans la nappe d’eau souterraine transfrontalière du genevois.	'perchlorates'	
									exercée_sous	Cette activité est exercée sous la responsabilité de la société SGL Carbon depuis 1993, sous couvert de l’arrêté préfectoral d’autorisation du 29/12/95, mis à jour le 26/01/18.		'la société SGL Carbon'
2018									Les_campagnes_de_surveillances	Les campagnes de surveillances sont réalisées par Pechniey Bâtiment au pas trimestriel depuis 2018, comme prévu par les derniers arrêtés préfectoraux.		
2018	09		07	2018	09		07		d__effectuer	Cet inventaire a permis à l’ARS d’effectuer en juillet et septembre 2018 des analyses d’eau au droit de certains puits privés de la commune de Passy.		
									ont_été_exploitées	Par exemple, les activités de production de chlorates et de perchlorates ont été exploitées en dernier lieu par la société ATOCHEM, comme acté par récépissé préfectoral du 12/05/86.	'chlorates', 'perchlorates'	'la société ATOCHEM'
2000				2000					réhabilite	Il a été fermé puis réhabilite en l'an 2000, sous la responsabilité de la société PEM (responsable actuel : Rio Tinto).	': Rio Tinto'	'société PEM'
2018	02			2018	02				L__étude_a_été_remise	L’étude a été remise par l’exploitant en février 2018.		
2018	10			2018	10				et_complété	ARKEMA et Pechiney Bâtiment ont produit uniquement un inventaire des puits privés situés à l’aval du site historique de Chedde (rapport transmis en mai 2018 et complété en octobre 2018).		'ARKEMA', 'Pechiney Bâtiment'
2005				2005					a_été_transférée	En 2005-2006, la responsabilité environnementale des anciennes activités de la société PEM (ferro-alliages, magnésie et ancienne décharge notamment) a été transférée à la société Pechiney Bâtiment, filiale du groupe anglo-australien Rio Tinto dédiée à la gestion des sites fermés ("héritage industriel").	'ferro', 'magnésie', 'Rio Tinto'	'la société PEM', 'la société Pechiney Bâtiment'
