Year	Month	Day	Time	End Year	End Month	End Day	End Time	Event	Sentence	Institution	Pollutant
2016	07			2016	04	2016	07			2016	04		Les_travaux_de_démantèlement	Les travaux de démantèlement de la station se déroulent en 2 phases (avril 2016 ‑ juillet 2016).		
2014	07			2014	07				et_avant_les_travaux_de_démantèlement	Des campagnes de suivi des eaux souterraines,  mises en œuvre en juillet 2014 et avant les travaux de démantèlement en avril 2016, mettent en évidence l'absence d'anomalies dans les eaux souterraines.		
2014	08			2014	08				Une_étude_historique	Une étude historique et un diagnostic des sols sont réalisés en août 2014.		
1962				1962					mise_en_place	*D2 - Dépotage R3 - mise en place en 1962 et extraite en 1995;		
2009				2009					extraite	*S2 - Séparateur à hydrocarbures "pistes" - mise en place en 1995 et extraite en 2009 (remplacée par S3)	'hydrocarbures'	
2009				2009					et_extraite	*R6 - Cuve simple enveloppe de 1,5 m3- mise en place supposée en 1995 et extraite en 2009;		
1995				1995					mise_en_place	*2 distributeurs multiproduits - mise en place en 1995 et extraite en 2016.		
2018	11		08	2018	11		08		Deux_campagnes_de_suivi_sont_menées	Deux campagnes de suivi sont menées en août puis novembre 2018.		
1995				1995					mise_en_place	*S2 - Séparateur à hydrocarbures "pistes" - mise en place en 1995 et extraite en 2009 (remplacée par S3)	'hydrocarbures'	
1962				1962					__mise_en_place	*R3 - Cuve simple enveloppe de 15 m3 en fosse maçonnée - mise en place en 1962 et extraite en 1995;		
1960				1960					mise_en_place	*D1 - zone de dépotage R1/R2 - mise en place en 1960 et extraite en 1995;		
1995				1995					et_extraite	*D2 - Dépotage R3 - mise en place en 1962 et extraite en 1995;		
2016				2016					mise_en_place	*D4 - Dépotage - mise en place en 1995 et extraite en 2016.		
1968				1968					mise_en_place	*D3 - Dépotage R4/R5 - mise en place en 1968 et extraite en 1995;		
1995				1995					et_extraite	*R1 - Cuve simple enveloppe de 15 m3 en fosse maçonnée - mise en place en 1960 et extraite en 1995;		
1960				1960					était_exploité	Ce site était exploité comme station service à partir de 1960.		
1995				1995					et_extraite	*R5 - Cuve simple enveloppe de 7,5 m3 en fosse maçonnée - mise en place en 1968 et extraite en 1995 (remplacée par R7/R8);		
1995				1995					et_extraite	*R3 - Cuve simple enveloppe de 15 m3 en fosse maçonnée - mise en place en 1962 et extraite en 1995;		
1995				1995					et_extraite	*D3 - Dépotage R4/R5 - mise en place en 1968 et extraite en 1995;		
2017	08			2017	08				sont_réalisées	Une analyse des risques résiduels (ARR) et une interprétation de l'état des milieux (IEM) sont réalisées en août 2017.		
1995				1995					extraite	*1 distributeur 2T - mise en place en 1960 et extraite en 1995;		
1995				1995					et_extraite	*R4 - Cuve simple enveloppe de 15 m3 en fosse maçonnée - mise en place en 1968 et extraite en 1995 (remplacée par R7/R8);		
2018	11	29		2018	11	29			La_campagne_de_surveillance	La campagne de surveillance du 29 novembre 2018 met en évidence :		
2018	07			2018	07				aux_travaux_de_dépollution	Le schéma conceptuel, établi sur la base d'un usage comparable à la dernière d'exploitation (industriel), met en évidence l'absence de risques, suite aux travaux de dépollution de juillet 2018.		
1995				1995					m3__mise_en_place	*R6 - Cuve simple enveloppe de 1,5 m3- mise en place supposée en 1995 et extraite en 2009;		
1960				1960					__mise_en_place	*R2 - Cuve simple enveloppe de 15 m3 en fosse maçonnée - mise en place en 1960 et extraite en 1995;		
1995				1995					et_extraite	*R6 - Cuve simple enveloppe de 1,5 m3- mise en place supposée en 1995 et extraite en 2009;		
2016				2016					mise_en_place	*2 distributeurs multiproduits - mise en place en 1995 et extraite en 2016.		
1995				1995					et_extraite	*R2 - Cuve simple enveloppe de 15 m3 en fosse maçonnée - mise en place en 1960 et extraite en 1995;		
1968				1968					__mise_en_place	*R5 - Cuve simple enveloppe de 7,5 m3 en fosse maçonnée - mise en place en 1968 et extraite en 1995 (remplacée par R7/R8);		
1995				1995					mise_en_place	*D4 - Dépotage - mise en place en 1995 et extraite en 2016.		
2016	04			2016	04				__mises_en_œuvre	Des campagnes de suivi des eaux souterraines,  mises en œuvre en juillet 2014 et avant les travaux de démantèlement en avril 2016, mettent en évidence l'absence d'anomalies dans les eaux souterraines.		
